#NumCrystalWLS,NumPhantomWLS,PhantomLastHitPos_X,PhantomLastHitPos_Y,PhantomLastHitPos_Z,PhantomLastHitEnergy,PhantomWLSPos_X,PhantomWLSPos_Y,PhantomWLSPos_Z,PhantomProcessName,MomentumDirectionx,MomentumDirectiony,MomentumDirectionz
0,0,0,0,0,0,0,0,0,,0,0,0
0,0,0,0,0,0,0,0,0,,0,0,0
0,0,0,0,0,0,0,0,0,,0,0,0
0,0,0,0,0,0,0,0,0,,0,0,0
0,0,0,0,0,0,0,0,0,,0,0,0
0,0,0,0,0,0,0,0,0,,0,0,0
0,0,0,0,0,0,0,0,0,,0,0,0
0,0,0,0,0,0,0,0,0,,0.1109075154,-0.7247748795,-0.6800006596
0,0,0,0,0,0,0,0,0,,0.1109075154,-0.7247748795,-0.6800006596
0,0,0,0,0,0,0,0,0,,-0.3455801163,-0.4059241774,-0.8460496117
0,0,0,0,0,0,0,0,0,,-0.3455801163,-0.4059241774,-0.8460496117
0,0,0,0,0,0,0,0,0,,0.5772762622,0.7918307955,0.1993893385
0,0,0,0,0,0,0,0,0,,0.5772762622,0.7918307955,0.1993893385
0,0,0,0,0,0,0,0,0,,-0.6462470977,0.5230927112,0.5556426048
0,0,0,0,0,0,0,0,0,,-0.6462470977,0.5230927112,0.5556426048
0,0,0,0,0,0,0,0,0,,0.26854731,-0.9382370437,0.2181595564
0,0,0,0,0,0,0,0,0,,0.26854731,-0.9382370437,0.2181595564
0,0,0,0,0,0,0,0,0,,0.26854731,-0.9382370437,0.2181595564
0,0,0,0,0,0,0,0,0,,0.26854731,-0.9382370437,0.2181595564
0,0,0,0,0,0,0,0,0,,0.26854731,-0.9382370437,0.2181595564
0,0,0,0,0,0,0,0,0,,0.26854731,-0.9382370437,0.2181595564
0,0,0,0,0,0,0,0,0,,0.26854731,-0.9382370437,0.2181595564
0,0,0,0,0,0,0,0,0,,0.26854731,-0.9382370437,0.2181595564
0,0,0,0,0,0,0,0,0,,0.26854731,-0.9382370437,0.2181595564
0,0,0,0,0,0,0,0,0,,0.26854731,-0.9382370437,0.2181595564
0,0,0,0,0,0,0,0,0,,0.26854731,-0.9382370437,0.2181595564
0,0,0,0,0,0,0,0,0,,0.26854731,-0.9382370437,0.2181595564
0,0,0,0,0,0,0,0,0,,0.07629246384,0.5943472071,-0.8005815744
0,0,0,0,0,0,0,0,0,,0.07629246384,0.5943472071,-0.8005815744
0,0,0,0,0,0,0,0,0,,0.07629246384,0.5943472071,-0.8005815744
0,0,0,0,0,0,0,0,0,,0.07629246384,0.5943472071,-0.8005815744
0,0,0,0,0,0,0,0,0,,0.07629246384,0.5943472071,-0.8005815744
0,0,0,0,0,0,0,0,0,,0.07629246384,0.5943472071,-0.8005815744
0,0,0,0,0,0,0,0,0,,0.07629246384,0.5943472071,-0.8005815744
0,0,0,0,0,0,0,0,0,,0.1670990645,0.9006373825,0.4011610746
0,0,0,0,0,0,0,0,0,,0.1670990645,0.9006373825,0.4011610746
0,0,0,0,0,0,0,0,0,,0.1670990645,0.9006373825,0.4011610746
0,0,0,0,0,0,0,0,0,,0.1670990645,0.9006373825,0.4011610746
0,0,0,0,0,0,0,0,0,,0.1670990645,0.9006373825,0.4011610746
0,0,0,0,0,0,0,0,0,,0.1670990645,0.9006373825,0.4011610746
0,0,0,0,0,0,0,0,0,,0.1670990645,0.9006373825,0.4011610746
0,0,0,0,0,0,0,0,0,,-0.6504266396,0.6948537409,-0.3067954779
0,0,0,0,0,0,0,0,0,,-0.6504266396,0.6948537409,-0.3067954779
0,0,0,0,0,0,0,0,0,,-0.6504266396,0.6948537409,-0.3067954779
0,0,0,0,0,0,0,0,0,,-0.6504266396,0.6948537409,-0.3067954779
0,0,0,0,0,0,0,0,0,,0.7649652139,0.2864433898,0.5768694878
0,0,0,0,0,0,0,0,0,,0.7221722382,0.4273359608,-0.5439220855
0,0,0,0,0,0,0,0,0,,0.7221722382,0.4273359608,-0.5439220855
0,0,0,0,0,0,0,0,0,,0.7221722382,0.4273359608,-0.5439220855
0,0,0,0,0,0,0,0,0,,0.7221722382,0.4273359608,-0.5439220855
0,0,0,0,0,0,0,0,0,,0.7221722382,0.4273359608,-0.5439220855
0,0,0,0,0,0,0,0,0,,0.7221722382,0.4273359608,-0.5439220855
0,0,0,0,0,0,0,0,0,,0.7221722382,0.4273359608,-0.5439220855
0,0,0,0,0,0,0,0,0,,0.7221722382,0.4273359608,-0.5439220855
0,0,0,0,0,0,0,0,0,,0.8476618817,0.472737173,0.2408088446
0,0,0,0,0,0,0,0,0,,-0.00354777422,-0.830708841,0.5566958189
0,0,0,0,0,0,0,0,0,,-0.00354777422,-0.830708841,0.5566958189
0,0,0,0,0,0,0,0,0,,-0.00354777422,-0.830708841,0.5566958189
0,0,0,0,0,0,0,0,0,,-0.00354777422,-0.830708841,0.5566958189
0,0,0,0,0,0,0,0,0,,-0.00354777422,-0.830708841,0.5566958189
0,0,0,0,0,0,0,0,0,,-0.00354777422,-0.830708841,0.5566958189
0,0,0,0,0,0,0,0,0,,-0.00354777422,-0.830708841,0.5566958189
0,0,0,0,0,0,0,0,0,,-0.7021196153,0.1945809678,0.6849571466
0,0,0,0,0,0,0,0,0,,-0.7021196153,0.1945809678,0.6849571466
0,0,0,0,0,0,0,0,0,,-0.7021196153,0.1945809678,0.6849571466
0,0,0,0,0,0,0,0,0,,-0.7021196153,0.1945809678,0.6849571466
0,0,0,0,0,0,0,0,0,,-0.7021196153,0.1945809678,0.6849571466
0,0,0,0,0,0,0,0,0,,-0.7021196153,0.1945809678,0.6849571466
0,0,0,0,0,0,0,0,0,,0.6278726125,-0.6962101821,-0.3479473591
0,0,0,0,0,0,0,0,0,,0.6278726125,-0.6962101821,-0.3479473591
0,0,0,0,0,0,0,0,0,,0.482800472,-0.4268908132,0.7646358204
0,0,0,0,0,0,0,0,0,,-0.2281395627,-0.5537486017,0.8008213446
0,0,0,0,0,0,0,0,0,,-0.2281395627,-0.5537486017,0.8008213446
0,0,0,0,0,0,0,0,0,,-0.2281395627,-0.5537486017,0.8008213446
0,0,0,0,0,0,0,0,0,,0.2659278655,0.8532293081,-0.4486447573
0,0,0,0,0,0,0,0,0,,0.2659278655,0.8532293081,-0.4486447573
0,0,0,0,0,0,0,0,0,,-0.2303077301,-0.7390077359,-0.633108139
0,0,0,0,0,0,0,0,0,,-0.2303077301,-0.7390077359,-0.633108139
0,0,0,0,0,0,0,0,0,,-0.2303077301,-0.7390077359,-0.633108139
0,0,0,0,0,0,0,0,0,,0.9674009254,0.1862594349,0.1715892553
0,0,0,0,0,0,0,0,0,,0.9674009254,0.1862594349,0.1715892553
0,0,0,0,0,0,0,0,0,,0.9674009254,0.1862594349,0.1715892553
0,0,0,0,0,0,0,0,0,,-0.4925825187,0.7794670906,0.3870316744
0,0,0,0,0,0,0,0,0,,-0.4925825187,0.7794670906,0.3870316744
0,0,0,0,0,0,0,0,0,,-0.4925825187,0.7794670906,0.3870316744
0,0,0,0,0,0,0,0,0,,-0.4925825187,0.7794670906,0.3870316744
0,0,0,0,0,0,0,0,0,,-0.4925825187,0.7794670906,0.3870316744
0,0,0,0,0,0,0,0,0,,-0.4925825187,0.7794670906,0.3870316744
0,0,0,0,0,0,0,0,0,,-0.4925825187,0.7794670906,0.3870316744
0,0,0,0,0,0,0,0,0,,-0.4925825187,0.7794670906,0.3870316744
0,0,0,0,0,0,0,0,0,,-0.4925825187,0.7794670906,0.3870316744
0,0,0,0,0,0,0,0,0,,-0.4925825187,0.7794670906,0.3870316744
0,0,0,0,0,0,0,0,0,,0.3928336058,0.8935894124,0.2172089321
0,0,0,0,0,0,0,0,0,,0.3928336058,0.8935894124,0.2172089321
0,0,0,0,0,0,0,0,0,,0.3928336058,0.8935894124,0.2172089321
0,0,0,0,0,0,0,0,0,,0.3928336058,0.8935894124,0.2172089321
0,0,0,0,0,0,0,0,0,,0.1887706695,-0.7035587108,0.6851063967
0,0,0,0,0,0,0,0,0,,0.9819108083,-0.1031173734,0.1588016748
0,0,0,0,0,0,0,0,0,,0.9819108083,-0.1031173734,0.1588016748
0,0,0,0,0,0,0,0,0,,-0.8338952401,-0.2640111575,-0.4846822023
0,0,0,0,0,0,0,0,0,,-0.8338952401,-0.2640111575,-0.4846822023
0,0,0,0,0,0,0,0,0,,-0.8338952401,-0.2640111575,-0.4846822023
0,0,0,0,0,0,0,0,0,,-0.8338952401,-0.2640111575,-0.4846822023
0,0,0,0,0,0,0,0,0,,-0.8338952401,-0.2640111575,-0.4846822023
0,0,0,0,0,0,0,0,0,,-0.126952815,-0.2925133736,-0.9477968712
0,0,0,0,0,0,0,0,0,,-0.9807249587,-0.190014621,-0.0455302
0,0,0,0,0,0,0,0,0,,-0.9807249587,-0.190014621,-0.0455302
0,0,0,0,0,0,0,0,0,,-0.9807249587,-0.190014621,-0.0455302
0,0,0,0,0,0,0,0,0,,0.3067659664,-0.2821793083,-0.9089936633
0,0,0,0,0,0,0,0,0,,0.3067659664,-0.2821793083,-0.9089936633
0,0,0,0,0,0,0,0,0,,-0.2881674171,0.4704265587,-0.8340613842
0,0,0,0,0,0,0,0,0,,-0.2881674171,0.4704265587,-0.8340613842
0,0,0,0,0,0,0,0,0,,-0.2881674171,0.4704265587,-0.8340613842
0,0,0,0,0,0,0,0,0,,-0.2881674171,0.4704265587,-0.8340613842
0,0,0,0,0,0,0,0,0,,0.7632112995,-0.1661313687,-0.6244268417
0,0,0,0,0,0,0,0,0,,-0.5363478956,-0.5637765865,-0.6280819178
0,0,0,0,0,0,0,0,0,,-0.5363478956,-0.5637765865,-0.6280819178
0,0,0,0,0,0,0,0,0,,-0.5363478956,-0.5637765865,-0.6280819178
0,0,0,0,0,0,0,0,0,,-0.5363478956,-0.5637765865,-0.6280819178
0,0,0,0,0,0,0,0,0,,-0.5363478956,-0.5637765865,-0.6280819178
0,0,0,0,0,0,0,0,0,,-0.5363478956,-0.5637765865,-0.6280819178
0,0,0,0,0,0,0,0,0,,-0.8517906801,0.5217044946,-0.04771852493
0,0,0,0,0,0,0,0,0,,-0.669553765,0.7275767214,0.1494318247
0,0,0,0,0,0,0,0,0,,-0.669553765,0.7275767214,0.1494318247
0,0,0,0,0,0,0,0,0,,-0.669553765,0.7275767214,0.1494318247
0,0,0,0,0,0,0,0,0,,-0.669553765,0.7275767214,0.1494318247
0,0,0,0,0,0,0,0,0,,-0.669553765,0.7275767214,0.1494318247
0,0,0,0,0,0,0,0,0,,-0.669553765,0.7275767214,0.1494318247
0,0,0,0,0,0,0,0,0,,-0.669553765,0.7275767214,0.1494318247
0,0,0,0,0,0,0,0,0,,-0.669553765,0.7275767214,0.1494318247
0,0,0,0,0,0,0,0,0,,0.4947517239,-0.8535180252,0.1634861231
0,0,0,0,0,0,0,0,0,,0.4947517239,-0.8535180252,0.1634861231
0,0,0,0,0,0,0,0,0,,0.1677318163,-0.4963894671,0.8517414718
0,0,0,0,0,0,0,0,0,,0.1677318163,-0.4963894671,0.8517414718
0,0,0,0,0,0,0,0,0,,0.1677318163,-0.4963894671,0.8517414718
0,0,0,0,0,0,0,0,0,,0.1677318163,-0.4963894671,0.8517414718
0,0,0,0,0,0,0,0,0,,0.01872217665,0.9793192503,0.2014529377
0,0,0,0,0,0,0,0,0,,-0.9220249178,-0.3703809316,-0.1126410961
0,0,0,0,0,0,0,0,0,,0.3266576356,0.5375928688,0.7773600817
0,0,0,0,0,0,0,0,0,,0.3266576356,0.5375928688,0.7773600817
0,0,0,0,0,0,0,0,0,,0.3266576356,0.5375928688,0.7773600817
0,0,0,0,0,0,0,0,0,,0.3266576356,0.5375928688,0.7773600817
0,0,0,0,0,0,0,0,0,,0.3266576356,0.5375928688,0.7773600817
0,0,0,0,0,0,0,0,0,,0.3266576356,0.5375928688,0.7773600817
0,0,0,0,0,0,0,0,0,,0.3266576356,0.5375928688,0.7773600817
0,0,0,0,0,0,0,0,0,,0.3266576356,0.5375928688,0.7773600817
0,0,0,0,0,0,0,0,0,,0.3266576356,0.5375928688,0.7773600817
0,0,0,0,0,0,0,0,0,,0.3266576356,0.5375928688,0.7773600817
0,0,0,0,0,0,0,0,0,,-0.7034369833,-0.4988461602,-0.5062893629
0,0,0,0,0,0,0,0,0,,-0.7034369833,-0.4988461602,-0.5062893629
0,0,0,0,0,0,0,0,0,,-0.7034369833,-0.4988461602,-0.5062893629
0,0,0,0,0,0,0,0,0,,-0.7034369833,-0.4988461602,-0.5062893629
0,0,0,0,0,0,0,0,0,,-0.4101569238,-0.7814830906,-0.4701653719
0,0,0,0,0,0,0,0,0,,-0.4101569238,-0.7814830906,-0.4701653719
0,0,0,0,0,0,0,0,0,,-0.4101569238,-0.7814830906,-0.4701653719
0,0,0,0,0,0,0,0,0,,-0.4101569238,-0.7814830906,-0.4701653719
0,0,0,0,0,0,0,0,0,,0.4282585355,-0.9007102611,-0.0729085207
0,0,0,0,0,0,0,0,0,,0.4282585355,-0.9007102611,-0.0729085207
0,0,0,0,0,0,0,0,0,,0.4282585355,-0.9007102611,-0.0729085207
0,0,0,0,0,0,0,0,0,,0.4282585355,-0.9007102611,-0.0729085207
0,0,0,0,0,0,0,0,0,,0.4282585355,-0.9007102611,-0.0729085207
0,0,0,0,0,0,0,0,0,,0.4282585355,-0.9007102611,-0.0729085207
0,0,0,0,0,0,0,0,0,,0.4282585355,-0.9007102611,-0.0729085207
0,0,0,0,0,0,0,0,0,,0.4282585355,-0.9007102611,-0.0729085207
0,0,0,0,0,0,0,0,0,,0.4282585355,-0.9007102611,-0.0729085207
0,0,0,0,0,0,0,0,0,,0.4282585355,-0.9007102611,-0.0729085207
0,0,0,0,0,0,0,0,0,,0.4095152931,-0.661237887,-0.6285393238
0,0,0,0,0,0,0,0,0,,0.4095152931,-0.661237887,-0.6285393238
0,0,0,0,0,0,0,0,0,,0.4095152931,-0.661237887,-0.6285393238
0,0,0,0,0,0,0,0,0,,0.4095152931,-0.661237887,-0.6285393238
0,0,0,0,0,0,0,0,0,,0.4095152931,-0.661237887,-0.6285393238
0,0,0,0,0,0,0,0,0,,0.4095152931,-0.661237887,-0.6285393238
0,0,0,0,0,0,0,0,0,,0.4095152931,-0.661237887,-0.6285393238
0,0,0,0,0,0,0,0,0,,0.4095152931,-0.661237887,-0.6285393238
0,0,0,0,0,0,0,0,0,,0.4095152931,-0.661237887,-0.6285393238
0,0,0,0,0,0,0,0,0,,0.4095152931,-0.661237887,-0.6285393238
0,0,0,0,0,0,0,0,0,,0.4095152931,-0.661237887,-0.6285393238
0,0,0,0,0,0,0,0,0,,0.4095152931,-0.661237887,-0.6285393238
0,0,0,0,0,0,0,0,0,,-0.6110364013,-0.7878603611,-0.0768802166
0,0,0,0,0,0,0,0,0,,-0.6110364013,-0.7878603611,-0.0768802166
0,0,0,0,0,0,0,0,0,,0.1778980582,0.5960125808,-0.7830206156
0,0,0,0,0,0,0,0,0,,0.4914468131,-0.2552035145,-0.8326771259
0,0,0,0,0,0,0,0,0,,0.5130393145,-0.7645112488,-0.3902732534
0,0,0,0,0,0,0,0,0,,0.5130393145,-0.7645112488,-0.3902732534
0,0,0,0,0,0,0,0,0,,0.5130393145,-0.7645112488,-0.3902732534
0,0,0,0,0,0,0,0,0,,0.5130393145,-0.7645112488,-0.3902732534
0,0,0,0,0,0,0,0,0,,-0.02372497558,0.7382530602,0.6741064787
0,0,0,0,0,0,0,0,0,,-0.02372497558,0.7382530602,0.6741064787
0,0,0,0,0,0,0,0,0,,0.713332467,-0.287313961,0.639224123
0,0,0,0,0,0,0,0,0,,0.713332467,-0.287313961,0.639224123
0,0,0,0,0,0,0,0,0,,0.713332467,-0.287313961,0.639224123
0,0,0,0,0,0,0,0,0,,0.6259587285,-0.7594982147,0.177025795
0,0,0,0,0,0,0,0,0,,-0.9654926471,0.1978284034,0.1693749428
